time,x,y,z,yaw,platform,controller,traj_time,lookahead_time,trajectory,comp_time,traj_double,traj_spin,vx,vy,vz,x_ref,y_ref,z_ref,yaw_ref,vx_ref,vy_ref,vz_ref,p,q,r,throttle_input,p_input,q_input,r_input,cbf_v_p,cbf_v_q,cbf_v_r,cbf_v_throttle
0.060064077377319336,-0.07911089,-0.034783997,-0.5165249,-0.013742849685614355,sim,nr_enhanced,0.05092287063598633,1.2,circle_horz,0.0004646778106689453,DblSpd,NoSpin,0.092816465,0.05756798,-0.2773693,0.21226237798201822,0.561199325457024,-5.0,0.0,-0.5424799009401028,0.2051821314774795,0.0,0.008890827,0.016923698,0.01089285,0.862766697559436,-0.2173420829978274,-0.4988315633294452,0.4382996236054793,0.0,0.0,0.0,-91.80019419115727
0.12932205200195312,-0.07421439,-0.034887742,-0.5229545,-0.012623595893265054,nan,nan,0.12019228935241699,1.2,nan,0.00039505958557128906,nan,nan,0.09015362,0.057066437,-0.31034026,0.17423752356694397,0.5741439587605696,-5.0,0.0,-0.5549927516754358,0.16842563815925835,0.0,-0.0029671516,-0.106596604,0.027124941,0.8638512104918182,0.05861942472992782,-0.04984176767733535,0.06353775725300682,-3.1124854678444356,0.0,0.0,-141.83028184584632
0.2297534942626953,-0.07236145,-0.03336131,-0.5387063,-0.010145942295690704,nan,nan,0.22038030624389648,1.2,nan,0.00032806396484375,nan,nan,0.09460425,0.056107435,-0.502615,0.11790431541260335,0.5883014298869971,-5.0,0.0,-0.5686779846859571,0.11397148650054414,0.0,0.057502236,-0.00807102,0.026780566,0.8652719242336543,0.12950869696603098,0.028613772072218737,0.008324833431620035,-0.39311894488740917,0.0,0.0,-119.0371077428671
0.32793545722961426,-0.07174245,-0.030109104,-0.5896748,-0.008356456078629582,nan,nan,0.32007884979248047,1.2,nan,0.00038886070251464844,nan,nan,0.10046915,0.06168597,-0.8351298,0.06074856206053378,0.5969167548390457,-5.0,0.0,-0.5770059359406171,0.0587222265493897,0.0,0.12993418,0.03980924,0.013825527,0.8665548093352331,0.13506373371751554,0.041537610157600595,0.004065979336923179,0.0,0.0,0.0,-77.25609237979619
0.42980289459228516,-0.06641974,-0.022924826,-0.6644496,-0.007548913566578682,nan,nan,0.420302152633667,1.2,nan,0.0003616809844970703,nan,nan,0.10371199,0.08444318,-1.1454356,0.0027246779165677124,0.5999938134099809,-5.0,0.0,-0.5799803558178834,0.002633793269565375,0.0,0.13084266,0.04973656,0.0044401395,0.8677134129009373,0.10151701564287995,0.04703801731632723,0.0030679160833750104,0.0,0.0,0.0,-35.638534503078496
0.5292809009552002,-0.04918511,-0.016798183,-0.78387225,-0.0074925140079182325,nan,nan,0.5201988220214844,1.2,nan,0.00027108192443847656,nan,nan,0.104216546,0.123179495,-1.4854225,-0.05513612083885592,0.5974613026622252,-5.0,0.0,-0.5775323197685645,-0.05329699451531964,0.0,0.09670125,0.055188954,-0.0023163718,0.8655183758879381,0.06441653719645664,0.05359778166133654,0.0028962863449777804,0.0,0.0,0.0,0.0
0.6282401084899902,-0.032368742,-0.0033567236,-0.9291565,-0.00799914556017561,nan,nan,0.6202089786529541,1.2,nan,0.0002677440643310547,nan,nan,0.09817733,0.17202653,-1.7932367,-0.11254784435032975,0.5893496269041781,-5.0,0.0,-0.5696912179317082,-0.10879368645795798,0.0,0.059222285,0.062009636,-0.0062778657,0.8428943039869676,0.029127260666170624,0.060998722473305046,0.0035351863049630735,0.0,0.0,0.0,0.0
0.7280199527740479,-0.018462803,0.020325046,-1.1191692,-0.008675924317193792,nan,nan,0.7200891971588135,1.2,nan,0.00037598609924316406,nan,nan,0.0822499,0.23205183,-2.075661,-0.16883620986624362,0.5757554465552208,-5.0,0.0,-0.5565504865114438,-0.16320449125407244,0.0,0.016954066,0.06789829,-0.00899344,0.8175250982536536,-0.007299346332394559,0.06502404056660768,0.005015486623339473,0.0,0.0,0.0,0.0
0.8282132148742676,-0.011649023,0.047405303,-1.3180683,-0.009041736233816468,nan,nan,0.8201920986175537,1.2,nan,0.0003762245178222656,nan,nan,0.05865345,0.28703478,-2.278326,-0.22367181694173344,0.5567503195382861,-5.0,0.0,-0.5381792965369998,-0.21621099597514792,0.0,-0.018470522,0.07012146,-0.009947712,0.7946327513170948,-0.039991961166984204,0.06393003052037786,0.006579160950232591,0.0,0.0,0.0,0.0
0.9276721477508545,-0.012998412,0.08961988,-1.5512433,-0.009095954086728295,nan,nan,0.9200317859649658,1.2,nan,0.000244140625,nan,nan,0.02249127,0.34629312,-2.4404883,-0.2762792593132716,0.5326065817029583,-5.0,0.0,-0.5148408997943341,-0.2670636588916318,0.0,-0.054423586,0.065326884,-0.009862856,0.7728200683477126,-0.07423667734295221,0.056195900568536454,0.008072106085750505,0.0,0.0,0.0,0.0
1.028749942779541,-0.018835071,0.13475913,-1.7790523,-0.009277070245395196,nan,nan,1.0202159881591797,1.2,nan,0.0003986358642578125,nan,nan,-0.017461767,0.39397892,-2.5443134,-0.326483075363115,0.5033972601250851,-5.0,0.0,-0.48660588746036837,-0.3155928711022045,0.0,-0.08990847,0.055340346,-0.009175415,0.7621117493535781,-0.1050888490493258,0.045592713626723985,0.009273889992131133,0.0,0.0,0.0,16.78278553449593
1.1291887760162354,-0.027503587,0.18751709,-2.0358891,-0.009227554153680345,nan,nan,1.1201345920562744,1.2,nan,0.0003833770751953125,nan,nan,-0.06490122,0.43333498,-2.6265652,-0.3735068316382716,0.4695664454787414,-5.0,0.0,-0.4539035370733187,-0.3610480979508904,0.0,-0.12309238,0.041948326,-0.008228519,0.7522978115679547,-0.13065909580950114,0.03285738320324565,0.009697374557732603,0.0,0.0,0.0,31.737744971806123
1.2281200885772705,-0.03793589,0.23751305,-2.2809982,-0.009283962246947663,nan,nan,1.2201321125030518,1.2,nan,0.0004150867462158203,nan,nan,-0.11120559,0.45542225,-2.6809888,-0.41708183027366896,0.4313267286588745,-5.0,0.0,-0.416939348323581,-0.40316960428724413,0.0,-0.14896256,0.02856908,-0.006961198,0.7433121701094495,-0.14918727810771323,0.020446035838806484,0.009532121148555138,0.0,0.0,0.0,44.13969025081789
1.3288521766662598,-0.053558137,0.29071805,-2.5533333,-0.042664385966917774,nan,nan,1.3200962543487549,1.2,nan,0.0003819465637207031,nan,nan,-0.16356994,0.46322167,-2.718914,-0.45675028785458865,0.3890747672938331,-5.0,0.0,-0.3760967478853737,-0.4415148765689228,0.0,-0.16670822,0.011576379,-0.0033949811,0.7350924051755123,-0.16320994937528677,0.00197353743950558,0.03610371812859569,0.0,0.0,0.0,58.49849384073124
1.4279119968414307,-0.0773142,0.33906826,-2.802121,-0.03740852873672599,nan,nan,1.4201555252075195,1.2,nan,0.0002257823944091797,nan,nan,-0.21446824,0.45352244,-2.7352908,-0.4921888030231874,0.3431474641879232,-5.0,0.0,-0.33170140079715266,-0.4757713008482459,0.0,-0.17824519,-0.0067670606,0.0037093651,0.7275797178819309,-0.1666739623571198,-0.01685295202682683,0.030918813770467228,0.0,0.0,0.0,69.82457954406861
1.5297338962554932,-0.11042569,0.38849598,-3.0721257,-0.0329389938858182,nan,nan,1.5202643871307373,1.2,nan,0.00045418739318847656,nan,nan,-0.26912254,0.4243075,-2.7353904,-0.5230405325249199,0.293987416968904,-5.0,0.0,-0.2841811413530302,-0.505593936772302,0.0,-0.18093856,-0.028350726,0.008286509,0.7207188666841923,-0.16140154269370469,-0.03850581056340977,0.023303585529834175,0.0,0.0,0.0,82.51764336509866
1.6280028820037842,-0.14637598,0.43049937,-3.3226876,-0.035091768802027086,nan,nan,1.6201679706573486,1.2,nan,0.0002932548522949219,nan,nan,-0.31625777,0.38150266,-2.7210789,-0.5489500971776347,0.2421854471446736,-5.0,0.0,-0.23410708355571255,-0.5306392592248185,0.0,-0.17559543,-0.0509907,0.009210749,0.7144580855954751,-0.15108779543673345,-0.06142864495740045,0.02014087884446556,0.0,0.0,0.0,93.05623124088471
1.7299585342407227,-0.18817367,0.47016355,-3.5902214,-0.04032253139680466,nan,nan,1.7203395366668701,1.2,nan,0.00036597251892089844,nan,nan,-0.36097386,0.31943163,-2.6900811,-0.5697928475786144,0.1879790170424716,-5.0,0.0,-0.18170876891374133,-0.5507867766218412,0.0,-0.15993688,-0.077953234,0.0099658305,0.7087489859379026,-0.13523363338733274,-0.08472925404341766,0.01975946278434017,0.0,0.0,0.0,104.39987335479289
1.827782154083252,-0.2266171,0.49930215,-3.8297298,-0.0417436501318206,nan,nan,1.8200483322143555,1.2,nan,0.0003590583801269531,nan,nan,-0.39338124,0.24756968,-2.6479042,-0.5852382278676698,0.13227326503231662,-5.0,0.0,-0.12786114390518818,-0.5657169591596863,0.0,-0.13936195,-0.09847461,0.009919502,0.7035464437322004,-0.11083616679327517,-0.10469701373930657,0.018693205476376366,0.0,0.0,0.0,113.06473638015746
1.928246021270752,-0.27442768,0.52887565,-4.0874248,-0.04308848843356536,nan,nan,1.9202477931976318,1.2,nan,0.0002913475036621094,nan,nan,-0.4202296,0.16128665,-2.5902498,-0.5952868161869862,0.07505735456276955,-5.0,0.0,-0.07255373344377881,-0.5754303656959672,0.0,-0.11021946,-0.120969,0.0095769325,0.6988084750552586,-0.08452808646409007,-0.12279453718365997,0.017004206284656806,0.0,0.0,0.0,122.49655825585867
