__time,/plotjuggler/logging/ax,/plotjuggler/logging/ay,/plotjuggler/logging/az,/plotjuggler/logging/comp_time,/plotjuggler/logging/controller,/plotjuggler/logging/lookahead_time,/plotjuggler/logging/p,/plotjuggler/logging/pitch,/plotjuggler/logging/platform,/plotjuggler/logging/q,/plotjuggler/logging/r,/plotjuggler/logging/roll,/plotjuggler/logging/timestamp,/plotjuggler/logging/timestamp_sample,/plotjuggler/logging/traj_double,/plotjuggler/logging/traj_spin,/plotjuggler/logging/traj_time,/plotjuggler/logging/trajectory,/plotjuggler/logging/u_p,/plotjuggler/logging/u_q,/plotjuggler/logging/u_r,/plotjuggler/logging/u_throttle,/plotjuggler/logging/vx,/plotjuggler/logging/vx_ref,/plotjuggler/logging/vy,/plotjuggler/logging/vy_ref,/plotjuggler/logging/vz,/plotjuggler/logging/vz_ref,/plotjuggler/logging/x,/plotjuggler/logging/x_ref,/plotjuggler/logging/y,/plotjuggler/logging/y_ref,/plotjuggler/logging/yaw,/plotjuggler/logging/yaw_ref,/plotjuggler/logging/yawd_ref,/plotjuggler/logging/z,/plotjuggler/logging/z_ref
1759716175.635861,-0.771198094,-0.328854918,0.069300637,0.000916243,0.000000000,1.200000048,-0.054681607,0.089650869,0.000000000,-0.088984579,0.427903116,-0.008181838,1759716175634486.000000000,0.000000000,1.000000000,1.000000000,1.222638369,1.000000000,-0.055289462,-0.091127060,0.423958510,0.723554850,-0.692363799,-0.415961385,-0.143876463,-0.404178530,-0.397920460,0.000000000,0.683704257,-0.418125570,0.860008895,0.430315018,0.270643562,0.761094272,0.314159274,-4.088481903,-5.000000000
1759716175.739226,-0.653237164,-0.349872768,0.104277387,0.000999928,0.000000000,1.200000048,-0.058464888,0.080622606,0.000000000,-0.112996504,0.428906858,-0.010144230,1759716175735966.000000000,0.000000000,1.000000000,1.000000000,1.319067717,1.000000000,-0.056812402,-0.110665508,0.413132042,0.722113192,-0.765075326,-0.376535535,-0.175986007,-0.441140741,-0.388221711,0.000000000,0.604400635,-0.456363231,0.844308257,0.389528692,0.312009037,0.791388452,0.314159274,-4.123353481,-5.000000000
1759716175.833836,-0.502019823,-0.364257336,0.120944336,0.001532078,0.000000000,1.200000048,-0.062093642,0.068419188,0.000000000,-0.128642127,0.426238239,-0.012996331,1759716175832527.000000000,0.000000000,1.000000000,1.000000000,1.420185089,1.000000000,-0.058591589,-0.124683119,0.400332153,0.720855355,-0.829904258,-0.331687808,-0.212528557,-0.475780785,-0.375603676,0.000000000,0.510276735,-0.492198616,0.824279547,0.343133390,0.357202500,0.823155403,0.314159274,-4.159922123,-5.000000000
1759716175.938316,-0.356648147,-0.364686728,0.134741873,0.000879765,0.000000000,1.200000048,-0.064303853,0.056073729,0.000000000,-0.142051369,0.421725899,-0.016520964,1759716175937026.000000000,0.000000000,1.000000000,1.000000000,1.525031090,1.000000000,-0.061237890,-0.128909394,0.394019336,0.719991922,-0.875685632,-0.281848520,-0.245084435,-0.506897986,-0.361775935,0.000000000,0.420546830,-0.524389565,0.802083075,0.291574299,0.395916045,0.856093764,0.314159274,-4.192198277,-5.000000000
1759716176.048911,-0.206591174,-0.358735681,0.141357064,0.001921177,0.000000000,1.200000048,-0.066922992,0.043037210,0.000000000,-0.145328283,0.416060835,-0.020639729,1759716176045549.000000000,0.000000000,1.000000000,1.000000000,1.625538111,1.000000000,-0.064163685,-0.126934588,0.389776140,0.719681919,-0.906807363,-0.231349394,-0.275109887,-0.531847358,-0.345728189,0.000000000,0.329559743,-0.550199866,0.779783428,0.239332587,0.431688368,0.887668967,0.314159274,-4.217929363,-5.000000000
1759716176.151921,-0.069143631,-0.352840334,0.151008353,0.001628876,0.000000000,1.200000048,-0.069810800,0.031256460,0.000000000,-0.142285839,0.410841674,-0.025175935,1759716176150125.000000000,0.000000000,1.000000000,1.000000000,1.730167866,1.000000000,-0.067512996,-0.119541243,0.390225410,0.719511032,-0.922544777,-0.176467896,-0.301916420,-0.552488208,-0.330678016,0.000000000,0.244638100,-0.571552992,0.758038998,0.182557300,0.463388771,0.920539379,0.314159274,-4.240671158,-5.000000000
1759716176.237859,0.094079517,-0.347306520,0.150246531,0.001823664,0.000000000,1.200000048,-0.069443196,0.017131945,0.000000000,-0.133403003,0.404794514,-0.031789143,1759716176236443.000000000,0.000000000,1.000000000,1.000000000,1.823892117,1.000000000,-0.062318947,-0.113985553,0.380277604,0.719346106,-0.925000668,-0.125758305,-0.336385727,-0.566188157,-0.311425686,0.000000000,0.137125880,-0.585725665,0.726188958,0.130097866,0.504044175,0.949983716,0.314159274,-4.268935204,-5.000000000
1759716176.335863,0.219832286,-0.338186771,0.156934366,0.001864672,0.000000000,1.200000048,-0.068566486,0.007053643,0.000000000,-0.124077499,0.399979204,-0.037452128,1759716176334568.000000000,0.000000000,1.000000000,1.000000000,1.921798706,1.000000000,-0.057528276,-0.103966862,0.378638625,0.719228566,-0.912801206,-0.071690977,-0.364965945,-0.575538516,-0.296426386,0.000000000,0.055888273,-0.595398664,0.695480645,0.074164830,0.537315428,0.980741978,0.314159274,-4.290573120,-5.000000000
1759716176.443445,0.361784935,-0.325343043,0.155631438,0.002031565,0.000000000,1.200000048,-0.059256632,-0.004170551,0.000000000,-0.109619454,0.393858790,-0.044551600,1759716176440090.000000000,0.000000000,1.000000000,1.000000000,2.019888163,1.000000000,-0.045343626,-0.092177339,0.369788319,0.719556689,-0.880281389,-0.016879525,-0.398736447,-0.579740644,-0.275863558,0.000000000,-0.041365452,-0.599745870,0.655188739,0.017461989,0.579209507,1.011557698,0.314159274,-4.309873104,-5.000000000
1759716176.548450,0.457300872,-0.311845779,0.154796973,0.000993013,0.000000000,1.200000048,-0.050562799,-0.011658117,0.000000000,-0.098215945,0.389066011,-0.049708784,1759716176544975.000000000,0.000000000,1.000000000,1.000000000,2.125210762,1.000000000,-0.041552763,-0.078102887,0.372238010,0.719876111,-0.844483674,0.042129043,-0.422305048,-0.578454256,-0.259560764,0.000000000,-0.115055956,-0.598415017,0.623448074,-0.043582797,0.610463798,1.044645786,0.314159274,-4.324300289,-5.000000000
1759716176.657155,0.563407242,-0.289196044,0.151539207,0.001122475,0.000000000,1.200000048,-0.040309753,-0.019744668,0.000000000,-0.076333985,0.384236395,-0.055835448,1759716176654526.000000000,0.000000000,1.000000000,1.000000000,2.238299608,1.000000000,-0.030400436,-0.063370705,0.367438704,0.720738530,-0.781956315,0.104986377,-0.452302009,-0.570405126,-0.236375555,0.000000000,-0.208515733,-0.590088189,0.578092396,-0.108609155,0.652630210,1.080173731,0.314159274,-4.335690975,-5.000000000
1759716176.754327,0.630326807,-0.271056950,0.133746296,0.001690388,0.000000000,1.200000048,-0.030782653,-0.024431143,0.000000000,-0.064334124,0.380476117,-0.060024086,1759716176751454.000000000,0.000000000,1.000000000,1.000000000,2.335828304,1.000000000,-0.023092618,-0.052014962,0.364953786,0.721569479,-0.723690569,0.158215791,-0.474937260,-0.557989180,-0.218890548,0.000000000,-0.278114855,-0.577243805,0.540927708,-0.163675353,0.687389493,1.110813260,0.314159274,-4.340762138,-5.000000000
1759716176.841486,0.677769542,-0.256132662,0.116182484,0.001025438,0.000000000,1.200000048,-0.024449408,-0.027249277,0.000000000,-0.052727271,0.377803624,-0.062945180,1759716176839953.000000000,0.000000000,1.000000000,1.000000000,2.423521042,1.000000000,-0.019855248,-0.043457985,0.364642024,0.722114861,-0.671566367,0.204890504,-0.491990000,-0.542590141,-0.206254736,0.000000000,-0.333589166,-0.561313331,0.510433733,-0.211960688,0.716210365,1.138362765,0.314159274,-4.345493793,-5.000000000
1759716176.952704,0.726794899,-0.237197205,0.102602869,0.001026869,0.000000000,1.200000048,-0.015825037,-0.029724298,0.000000000,-0.039347477,0.373816103,-0.066336125,1759716176951187.000000000,0.000000000,1.000000000,1.000000000,2.531979799,1.000000000,-0.010941555,-0.032217246,0.359999686,0.722766399,-0.591300905,0.260547012,-0.513466120,-0.518169284,-0.190248102,0.000000000,-0.398700774,-0.536049783,0.468097150,-0.269537747,0.756817639,1.172435999,0.314159274,-4.351060390,-5.000000000
1759716177.057206,0.751347005,-0.214351997,0.088787630,0.002002716,0.000000000,1.200000048,-0.005908587,-0.030708883,0.000000000,-0.027999654,0.369590640,-0.068920299,1759716177053709.000000000,0.000000000,1.000000000,1.000000000,2.632966280,1.000000000,0.005035078,-0.024618667,0.352190673,0.723420739,-0.504273593,0.309808940,-0.535149455,-0.490308642,-0.175650626,0.000000000,-0.449294150,-0.507227778,0.417603314,-0.320499539,0.798061728,1.204161882,0.314159274,-4.352572441,-5.000000000
1759716177.147400,0.758813918,-0.201688707,0.083669081,0.000951767,0.000000000,1.200000048,0.004096304,-0.030639783,0.000000000,-0.021010160,0.366817147,-0.069913618,1759716177145776.000000000,0.000000000,1.000000000,1.000000000,2.726509809,1.000000000,0.011735831,-0.020215027,0.351878256,0.724189579,-0.440296233,0.352818161,-0.549783051,-0.460329771,-0.165245682,0.000000000,-0.479346782,-0.476214439,0.377733618,-0.364992917,0.828163087,1.233549476,0.314159274,-4.349167824,-5.000000000
1759716177.250890,0.759715855,-0.178264096,0.059477050,0.002217054,0.000000000,1.200000048,0.019101631,-0.030032644,0.000000000,-0.015798835,0.362583756,-0.069824919,1759716177245579.000000000,0.000000000,1.000000000,1.000000000,2.820042849,1.000000000,0.022089686,-0.018402774,0.345214605,0.725052357,-0.363345474,0.392940253,-0.565927565,-0.426593602,-0.153867632,0.000000000,-0.509433210,-0.441314131,0.326963127,-0.406499505,0.865334630,1.262933731,0.314159274,-4.343782902,-5.000000000
1759716177.345677,0.746731102,-0.144657582,0.045918856,0.001704216,0.000000000,1.200000048,0.028998854,-0.029003041,0.000000000,-0.013195716,0.357960939,-0.068338759,1759716177342457.000000000,0.000000000,1.000000000,1.000000000,2.925700903,1.000000000,0.029590756,-0.018732842,0.339349568,0.725350440,-0.281078875,0.434386492,-0.580865800,-0.384307861,-0.144727513,0.000000000,-0.534835935,-0.397569209,0.269599169,-0.449375927,0.905155599,1.296127200,0.314159274,-4.346792221,-5.000000000
1759716177.437401,0.723158300,-0.114052288,0.040531155,0.001991272,0.000000000,1.200000048,0.034900848,-0.028058730,0.000000000,-0.013778245,0.352954328,-0.066177852,1759716177436060.000000000,0.000000000,1.000000000,1.000000000,3.021620512,1.000000000,0.033602562,-0.019033566,0.333914876,0.725537479,-0.207830712,0.468102634,-0.589489937,-0.342438430,-0.137398750,0.000000000,-0.552928746,-0.354254991,0.218176216,-0.484255522,0.941398621,1.326261163,0.314159274,-4.350072861,-5.000000000
1759716177.541081,0.689643204,-0.073795713,0.039707866,0.001026392,0.000000000,1.200000048,0.042772964,-0.027208248,0.000000000,-0.015087601,0.347397894,-0.063070834,1759716177539587.000000000,0.000000000,1.000000000,1.000000000,3.123972654,1.000000000,0.035477664,-0.021854436,0.328992575,0.725848317,-0.133541450,0.499638379,-0.595955193,-0.294526100,-0.129639640,0.000000000,-0.567744792,-0.304689378,0.160053700,-0.516879499,0.979139984,1.358416080,0.314159274,-4.351804733,-5.000000000
1759716177.646738,0.660984755,-0.041246228,0.026295891,0.001657724,0.000000000,1.200000048,0.043546841,-0.026769856,0.000000000,-0.018286401,0.342563629,-0.059996624,1759716177643308.000000000,0.000000000,1.000000000,1.000000000,3.226711988,1.000000000,0.032047674,-0.025681172,0.330388397,0.726339161,-0.074269466,0.526378453,-0.599107981,-0.243536130,-0.123276770,0.000000000,-0.576151431,-0.251939863,0.109473564,-0.544542313,1.009634018,1.390692592,0.314159274,-4.349502563,-5.000000000
1759716177.740959,0.628744006,-0.001393884,0.009942799,0.002050638,0.000000000,1.200000048,0.042126596,-0.026806166,0.000000000,-0.022843564,0.338871002,-0.056453500,1759716177735793.000000000,0.000000000,1.000000000,1.000000000,3.319825649,1.000000000,0.034413688,-0.029517902,0.324615121,0.727069199,-0.006858784,0.546138287,-0.598774612,-0.195236102,-0.116649978,0.000000000,-0.580272675,-0.201973140,0.049057335,-0.564983964,1.045391321,1.419945121,0.314159274,-4.342448711,-5.000000000
1759716177.866255,0.597031772,0.052698277,-0.011407769,0.001983404,0.000000000,1.200000048,0.040652066,-0.027633360,0.000000000,-0.026360668,0.334013075,-0.052545790,1759716177861381.000000000,0.000000000,1.000000000,1.000000000,3.438421965,1.000000000,0.035337102,-0.031540915,0.320413768,0.728025258,0.067439988,0.564886391,-0.591483057,-0.131482109,-0.110412143,0.000000000,-0.575604796,-0.136019170,-0.019040070,-0.584378958,1.087326527,1.457203269,0.314159274,-4.330519676,-5.000000000
1759716177.951030,0.570161521,0.089079760,-0.024441628,0.001736879,0.000000000,1.200000048,0.041600015,-0.028523747,0.000000000,-0.027949540,0.330811620,-0.049739569,1759716177948085.000000000,0.000000000,1.000000000,1.000000000,3.526930571,1.000000000,0.035532992,-0.036179472,0.319225520,0.728571653,0.118034981,0.574055552,-0.586126506,-0.082730532,-0.107883878,0.000000000,-0.569481313,-0.085585326,-0.071397319,-0.593864620,1.116109252,1.485009074,0.314159274,-4.322998047,-5.000000000
1759716178.059232,0.535678446,0.139226899,-0.042347234,0.002795219,0.000000000,1.200000048,0.041925862,-0.030194743,0.000000000,-0.034269482,0.327599883,-0.046246883,1759716178055099.000000000,0.000000000,1.000000000,1.000000000,3.636128664,1.000000000,0.035838332,-0.041554030,0.317537457,0.729112923,0.178497270,0.579576969,-0.574136674,-0.021787709,-0.106762491,0.000000000,-0.556863546,-0.022539539,-0.138531074,-0.599576473,1.152489901,1.519314647,0.314159274,-4.314254284,-5.000000000
1759716178.143373,0.514053464,0.179509804,-0.055243257,0.000990152,0.000000000,1.200000048,0.040284418,-0.032071814,0.000000000,-0.039043058,0.325727344,-0.043608278,1759716178140092.000000000,0.000000000,1.000000000,1.000000000,3.726879597,1.000000000,0.034839183,-0.043672614,0.316808939,0.729097188,0.223788857,0.579257190,-0.559102058,0.029073600,-0.108371146,0.000000000,-0.542529762,0.030076846,-0.188976765,-0.599245667,1.181593180,1.547824860,0.314159274,-4.313199997,-5.000000000
1759716178.236542,0.488886535,0.229522079,-0.045686956,0.001250744,0.000000000,1.200000048,0.041668341,-0.034695592,0.000000000,-0.039667726,0.323018968,-0.040627226,1759716178235070.000000000,0.000000000,1.000000000,1.000000000,3.820986032,1.000000000,0.033822332,-0.041943073,0.313923776,0.728670597,0.271085232,0.574221015,-0.536415994,0.081574269,-0.111722797,0.000000000,-0.522721529,0.084389165,-0.239485651,-0.594035745,1.214597464,1.577389240,0.314159274,-4.317723751,-5.000000000
1759716178.352894,0.464415878,0.270358056,-0.044283453,0.000956059,0.000000000,1.200000048,0.039477807,-0.036871087,0.000000000,-0.038292449,0.321249723,-0.038215108,1759716178349619.000000000,0.000000000,1.000000000,1.000000000,3.930670500,1.000000000,0.025356190,-0.041469947,0.319416642,0.728396416,0.307360351,0.562363744,-0.512589633,0.141884446,-0.113665096,0.000000000,-0.504979789,0.146780476,-0.275676519,-0.581769288,1.242427468,1.611847639,0.314159274,-4.321469784,-5.000000000
1759716178.443297,0.427298754,0.328042507,-0.039522532,0.001909971,0.000000000,1.200000048,0.034804873,-0.040050305,0.000000000,-0.033322696,0.319351941,-0.035126153,1759716178437245.000000000,0.000000000,1.000000000,1.000000000,4.020536423,1.000000000,0.029568782,-0.031681240,0.309096545,0.728354573,0.357503831,0.547933459,-0.471364319,0.190139636,-0.114499189,0.000000000,-0.470638067,0.196700811,-0.324151486,-0.566841066,1.283172846,1.640079856,0.314159274,-4.320156097,-5.000000000
1759716178.547372,0.402470857,0.361093521,-0.036080364,0.002086401,0.000000000,1.200000048,0.033356108,-0.041963611,0.000000000,-0.029462071,0.317261100,-0.033032592,1759716178544007.000000000,0.000000000,1.000000000,1.000000000,4.123901367,1.000000000,0.030551841,-0.030287560,0.310733110,0.728478491,0.395192832,0.526233971,-0.437171549,0.243848294,-0.114894196,0.000000000,-0.434997916,0.252262801,-0.362462193,-0.544392765,1.313883424,1.672553062,0.314159274,-4.317540169,-5.000000000
1759716178.643550,0.379527479,0.388110936,-0.047023404,0.001171589,0.000000000,1.200000048,0.033427440,-0.043477714,0.000000000,-0.027771160,0.315794885,-0.031294961,1759716178642060.000000000,0.000000000,1.000000000,1.000000000,4.223603249,1.000000000,0.031146312,-0.032367233,0.314606160,0.728508830,0.426955163,0.500327229,-0.405067503,0.293354422,-0.116225921,0.000000000,-0.400939077,0.303477228,-0.397636354,-0.517592072,1.340651512,1.703875184,0.314159274,-4.316038132,-5.000000000
1759716178.744796,0.346977919,0.413559794,-0.041667368,0.002310038,0.000000000,1.200000048,0.036865208,-0.045061421,0.000000000,-0.028092975,0.314459980,-0.029196730,1759716178743317.000000000,0.000000000,1.000000000,1.000000000,4.327829838,1.000000000,0.029132554,-0.035760552,0.318252891,0.728462458,0.456441700,0.468284518,-0.368297875,0.342189670,-0.118038341,0.000000000,-0.368543655,0.353997648,-0.434877783,-0.484443665,1.369067550,1.736618996,0.314159274,-4.315827847,-5.000000000
1759716178.837111,0.311586171,0.440024406,-0.040989365,0.002091169,0.000000000,1.200000048,0.035732802,-0.047082022,0.000000000,-0.030347526,0.314910680,-0.026967676,1759716178835715.000000000,0.000000000,1.000000000,1.000000000,4.422161102,1.000000000,0.032384027,-0.037001900,0.317620248,0.728279054,0.487033576,0.435179800,-0.327589482,0.383409292,-0.119653471,0.000000000,-0.328135341,0.396639645,-0.473724425,-0.450196594,1.399466157,1.766253948,0.314159274,-4.318030357,-5.000000000
1759716178.954561,0.277986020,0.476317495,-0.038336027,0.002119541,0.000000000,1.200000048,0.036611881,-0.049319368,0.000000000,-0.033202540,0.315337569,-0.024913093,1759716178950620.000000000,0.000000000,1.000000000,1.000000000,4.530187130,1.000000000,0.033308711,-0.037260607,0.321033895,0.727964044,0.512190580,0.392845422,-0.283178568,0.426680952,-0.121625870,0.000000000,-0.285391778,0.441404492,-0.503811479,-0.406401396,1.429472685,1.800191402,0.314159274,-4.322617531,-5.000000000
1759716179.035148,0.235540375,0.506934464,-0.019867903,0.001978397,0.000000000,1.200000048,0.039600529,-0.051774547,0.000000000,-0.029760422,0.316056013,-0.022587832,1759716179033789.000000000,0.000000000,1.000000000,1.000000000,4.620577812,1.000000000,0.038171832,-0.031419013,0.316119045,0.727379024,0.535239816,0.354112685,-0.230969608,0.459334671,-0.123524360,0.000000000,-0.235897094,0.475185007,-0.531072080,-0.366332114,1.463892817,1.828588486,0.314159274,-4.331382751,-5.000000000
1759716179.148067,0.194699377,0.534411669,-0.007954425,0.002070904,0.000000000,1.200000048,0.043362778,-0.053764675,0.000000000,-0.024995020,0.315814584,-0.020149723,1759716179146427.000000000,0.000000000,1.000000000,1.000000000,4.728906155,1.000000000,0.039044131,-0.030062078,0.318155587,0.726950347,0.552617729,0.304161668,-0.180507243,0.493831784,-0.124073878,0.000000000,-0.188006192,0.510872483,-0.551356077,-0.314657420,1.495523453,1.862620831,0.314159274,-4.339386940,-5.000000000
1759716179.240274,0.155171454,0.554855704,-0.009063630,0.002089739,0.000000000,1.200000048,0.042955015,-0.055663325,0.000000000,-0.023634110,0.315778255,-0.017626539,1759716179238200.000000000,0.000000000,1.000000000,1.000000000,4.820222855,1.000000000,0.043261174,-0.022182014,0.314859927,0.727241397,0.566805124,0.259443164,-0.124687739,0.518722832,-0.121204928,0.000000000,-0.136650041,0.536622465,-0.563832521,-0.268395782,1.528288722,1.891308784,0.314159274,-4.336553574,-5.000000000
1759716179.338398,0.111143611,0.569937646,-0.014062970,0.001492500,0.000000000,1.200000048,0.044963859,-0.057187576,0.000000000,-0.015482823,0.315775901,-0.015004587,1759716179336706.000000000,0.000000000,1.000000000,1.000000000,4.921899796,1.000000000,0.046156634,-0.014235590,0.313762009,0.728019536,0.576413095,0.207290336,-0.065308630,0.541677833,-0.116690867,0.000000000,-0.084906563,0.560369551,-0.568606794,-0.214443341,1.561688900,1.923251510,0.314159274,-4.326226711,-5.000000000
1759716179.440790,0.054291800,0.575728476,-0.035931353,0.001207113,0.000000000,1.200000048,0.048383374,-0.057928804,0.000000000,-0.006444988,0.314559430,-0.011674702,1759716179438847.000000000,0.000000000,1.000000000,1.000000000,5.025566578,1.000000000,0.050783869,-0.003793274,0.308559537,0.728474200,0.581786335,0.152060181,0.004395446,0.559697986,-0.113985270,0.000000000,-0.023338199,0.579011559,-0.566549599,-0.157307342,1.600384593,1.955819368,0.314159274,-4.319533348,-5.000000000
1759716179.550559,0.000898064,0.567390382,-0.037736256,0.002198219,0.000000000,1.200000048,0.051537883,-0.057814032,0.000000000,0.002210246,0.313529432,-0.008539453,1759716179548643.000000000,0.000000000,1.000000000,1.000000000,5.130265713,1.000000000,0.052287474,-0.000337081,0.308954686,0.728824079,0.580567062,0.094733499,0.062294163,0.572197258,-0.112916306,0.000000000,0.028991746,0.591942132,-0.559766769,-0.098002478,1.632845640,1.988711596,0.314159274,-4.313811302,-5.000000000
1759716179.635507,-0.047414027,0.551854014,-0.047536563,0.001110792,0.000000000,1.200000048,0.053222675,-0.057067368,0.000000000,0.008303124,0.311951250,-0.005115414,1759716179633525.000000000,0.000000000,1.000000000,1.000000000,5.219431877,1.000000000,0.053574421,0.003972511,0.306007594,0.729133725,0.574219465,0.045123950,0.117451094,0.578228295,-0.112674884,0.000000000,0.079719909,0.598181307,-0.549263775,-0.046681050,1.664240956,2.016724110,0.314159274,-4.307641983,-5.000000000
