__time,/plotjuggler/logging/ax,/plotjuggler/logging/ay,/plotjuggler/logging/az,/plotjuggler/logging/comp_time,/plotjuggler/logging/controller,/plotjuggler/logging/lookahead_time,/plotjuggler/logging/p,/plotjuggler/logging/pitch,/plotjuggler/logging/platform,/plotjuggler/logging/q,/plotjuggler/logging/r,/plotjuggler/logging/roll,/plotjuggler/logging/timestamp,/plotjuggler/logging/timestamp_sample,/plotjuggler/logging/traj_double,/plotjuggler/logging/traj_spin,/plotjuggler/logging/traj_time,/plotjuggler/logging/trajectory,/plotjuggler/logging/u_p,/plotjuggler/logging/u_q,/plotjuggler/logging/u_r,/plotjuggler/logging/u_throttle,/plotjuggler/logging/vx,/plotjuggler/logging/vx_ref,/plotjuggler/logging/vy,/plotjuggler/logging/vy_ref,/plotjuggler/logging/vz,/plotjuggler/logging/vz_ref,/plotjuggler/logging/x,/plotjuggler/logging/x_ref,/plotjuggler/logging/y,/plotjuggler/logging/y_ref,/plotjuggler/logging/yaw,/plotjuggler/logging/yaw_ref,/plotjuggler/logging/yawd_ref,/plotjuggler/logging/z,/plotjuggler/logging/z_ref
1759716079.158766,0.389396816,-0.264328837,0.146107733,0.000151873,0.000000000,1.200000048,-0.067405514,0.004247035,0.000000000,-0.120402128,0.365368843,-0.049215868,1759716079158270.000000000,0.000000000,1.000000000,1.000000000,2.110030174,1.000000000,-0.058622316,-0.102770001,0.339350909,0.721157312,-0.923930764,0.033636447,-0.423469961,-0.579010129,-0.273294777,0.000000000,-0.009096161,-0.598990142,0.670676589,-0.034797143,0.643681228,1.039876699,0.314159274,-4.283298492,-5.000000000
1759716079.258958,0.496040344,-0.246537015,0.141502351,0.000248909,0.000000000,1.200000048,-0.059777457,-0.004040320,0.000000000,-0.105494693,0.359218121,-0.054884609,1759716079258452.000000000,0.000000000,1.000000000,1.000000000,2.210062265,1.000000000,-0.048115559,-0.089111231,0.336035728,0.721460938,-0.882956088,0.089379735,-0.446977139,-0.573057950,-0.257972121,0.000000000,-0.085926093,-0.592832506,0.630338907,-0.092463970,0.676203132,1.071302652,0.314159274,-4.296999931,-5.000000000
1759716079.358658,0.600271940,-0.217194691,0.140593380,0.000191927,0.000000000,1.200000048,-0.043809120,-0.012661217,0.000000000,-0.089462437,0.352692425,-0.060937028,1759716079358166.000000000,0.000000000,1.000000000,1.000000000,2.310019493,1.000000000,-0.039123930,-0.075710788,0.333275735,0.721650779,-0.821019173,0.144247323,-0.471602857,-0.561762273,-0.239522666,0.000000000,-0.180912495,-0.581147075,0.581185102,-0.149224877,0.715034544,1.102705121,0.314159274,-4.316815376,-5.000000000
1759716079.459241,0.664369047,-0.195327982,0.136674374,0.000208378,0.000000000,1.200000048,-0.035977401,-0.017801700,0.000000000,-0.073871300,0.348171651,-0.064957224,1759716079458723.000000000,0.000000000,1.000000000,1.000000000,2.410150766,1.000000000,-0.032972939,-0.064813003,0.333039284,0.721649647,-0.765852690,0.197860986,-0.489857048,-0.545192778,-0.226204842,0.000000000,-0.252194405,-0.564005852,0.538821816,-0.204688609,0.744695008,1.134162307,0.314159274,-4.335909367,-5.000000000
1759716079.558719,0.727951705,-0.161998242,0.149817199,0.000180006,0.000000000,1.200000048,-0.025191272,-0.022844996,0.000000000,-0.063135721,0.343775928,-0.069249496,1759716079558220.000000000,0.000000000,1.000000000,1.000000000,2.510037422,1.000000000,-0.024305703,-0.057583660,0.330726504,0.721343875,-0.688114643,0.249498636,-0.511389434,-0.523578644,-0.209369868,0.000000000,-0.335765064,-0.541645825,0.481073767,-0.258108109,0.782669842,1.165542603,0.314159274,-4.362134933,-5.000000000
1759716079.660005,0.765488923,-0.140530244,0.160488293,0.000411510,0.000000000,1.200000048,-0.016772624,-0.025790168,0.000000000,-0.052891612,0.340927839,-0.071887881,1759716079659423.000000000,0.000000000,1.000000000,1.000000000,2.610172510,1.000000000,-0.018201457,-0.048720513,0.330343097,0.721204281,-0.621900618,0.298931420,-0.525010645,-0.497015268,-0.195078015,0.000000000,-0.393321067,-0.514165819,0.437269986,-0.309246689,0.813051760,1.197000980,0.314159274,-4.380065441,-5.000000000
1759716079.760760,0.788162947,-0.113497265,0.162876204,0.000214577,0.000000000,1.200000048,-0.009790434,-0.027955234,0.000000000,-0.042149670,0.337996960,-0.074057616,1759716079759782.000000000,0.000000000,1.000000000,1.000000000,2.710104942,1.000000000,-0.010706942,-0.040732309,0.329026490,0.721381843,-0.545690835,0.345474362,-0.536892056,-0.465866536,-0.177831486,0.000000000,-0.447944075,-0.481942236,0.387772441,-0.357395679,0.845946372,1.228395700,0.314159274,-4.393307686,-5.000000000
1759716079.858875,0.809854865,-0.085720129,0.146770835,0.000298738,0.000000000,1.200000048,-0.001921113,-0.029383015,0.000000000,-0.034592588,0.335026056,-0.075769514,1759716079858378.000000000,0.000000000,1.000000000,1.000000000,2.810044527,1.000000000,-0.000145832,-0.032828122,0.326699406,0.721709907,-0.458199352,0.388799012,-0.546807885,-0.430371314,-0.159322843,0.000000000,-0.493607104,-0.445222199,0.333005309,-0.402215362,0.881882310,1.259792686,0.314159274,-4.405808926,-5.000000000
1759716079.960888,0.816182256,-0.060046714,0.145994112,0.000291586,0.000000000,1.200000048,0.008619718,-0.029909102,0.000000000,-0.025340077,0.332798898,-0.076432109,1759716079959985.000000000,0.000000000,1.000000000,1.000000000,2.910144806,1.000000000,0.010880189,-0.025366215,0.324617684,0.721956313,-0.374627769,0.428558677,-0.553561628,-0.390796125,-0.143784031,0.000000000,-0.525095522,-0.404281378,0.280731410,-0.443347007,0.915969193,1.291240096,0.314159274,-4.418461323,-5.000000000
1759716080.058622,0.800733149,-0.031713918,0.147579223,0.000133276,0.000000000,1.200000048,0.021752352,-0.029513810,0.000000000,-0.015898788,0.330373436,-0.075942256,1759716080058118.000000000,0.000000000,1.000000000,1.000000000,3.010025978,1.000000000,0.021006793,-0.020549417,0.321982175,0.722019494,-0.284185141,0.464235336,-0.558030009,-0.347663194,-0.127489194,0.000000000,-0.550076127,-0.359660059,0.222973794,-0.480254769,0.953169942,1.322618723,0.314159274,-4.431941986,-5.000000000
1759716080.159495,0.777960300,-0.001508553,0.136427566,0.000272274,0.000000000,1.200000048,0.031217262,-0.028624987,0.000000000,-0.012543768,0.327511400,-0.074417800,1759716080158795.000000000,0.000000000,1.000000000,1.000000000,3.110076904,1.000000000,0.030749239,-0.016678227,0.318817139,0.722549319,-0.202089548,0.495637298,-0.558965027,-0.301210612,-0.111457273,0.000000000,-0.564048946,-0.311604530,0.171457857,-0.512740314,0.986874402,1.354050636,0.314159274,-4.435523510,-5.000000000
1759716080.259260,0.738756657,0.028203836,0.117340118,0.000185728,0.000000000,1.200000048,0.042304318,-0.027405828,0.000000000,-0.009916653,0.325002909,-0.071671769,1759716080258768.000000000,0.000000000,1.000000000,1.000000000,3.210069656,1.000000000,0.040519614,-0.013928329,0.315441191,0.723156810,-0.114313059,0.522392750,-0.556900144,-0.251972198,-0.095667981,0.000000000,-0.567137837,-0.260667056,0.114774950,-0.540418983,1.023275614,1.385464191,0.314159274,-4.439125061,-5.000000000
1759716080.358708,0.694823444,0.058603738,0.106115818,0.000190020,0.000000000,1.200000048,0.053604916,-0.026118027,0.000000000,-0.007702869,0.322018176,-0.067910768,1759716080358229.000000000,0.000000000,1.000000000,1.000000000,3.310038328,1.000000000,0.047554579,-0.014084402,0.312858820,0.723797798,-0.037838247,0.544266760,-0.553310752,-0.200394213,-0.082473405,0.000000000,-0.563036025,-0.207309246,0.059251487,-0.563047826,1.056644440,1.416870356,0.314159274,-4.438952923,-5.000000000
1759716080.460820,0.638953924,0.088131011,0.089100555,0.000279665,0.000000000,1.200000048,0.060879536,-0.024721237,0.000000000,-0.008922273,0.319273800,-0.062951386,1759716080459829.000000000,0.000000000,1.000000000,1.000000000,3.410149813,1.000000000,0.052375868,-0.018438557,0.310278744,0.724569142,0.037752446,0.561082602,-0.548510432,-0.146868929,-0.069739319,0.000000000,-0.553538144,-0.151936948,-0.004178523,-0.580443919,1.091144562,1.448321223,0.314159274,-4.435340405,-5.000000000
1759716080.560771,0.581021011,0.121737517,0.066191882,0.000382662,0.000000000,1.200000048,0.063474230,-0.023971288,0.000000000,-0.014655625,0.316832602,-0.057916392,1759716080560179.000000000,0.000000000,1.000000000,1.000000000,3.510159969,1.000000000,0.054241102,-0.026349917,0.310864478,0.725468814,0.101505131,0.572639048,-0.542218387,-0.092025384,-0.059590839,0.000000000,-0.538876951,-0.095200911,-0.063948445,-0.592399180,1.120849133,1.479740381,0.314159274,-4.429664612,-5.000000000
1759716080.658883,0.518808365,0.162884861,0.039814036,0.000289917,0.000000000,1.200000048,0.068034150,-0.024153985,0.000000000,-0.020336440,0.314499378,-0.052061386,1759716080658408.000000000,0.000000000,1.000000000,1.000000000,3.610041618,1.000000000,0.057611808,-0.027480405,0.308915257,0.726225615,0.167788208,0.578843355,-0.525944054,-0.036394358,-0.051839739,0.000000000,-0.508974075,-0.037650220,-0.121440463,-0.598817527,1.155657530,1.511119127,0.314159274,-4.424314022,-5.000000000
1759716080.760536,0.459376812,0.205927163,0.022116115,0.000277042,0.000000000,1.200000048,0.068149760,-0.024893655,0.000000000,-0.022217557,0.312784731,-0.046183515,1759716080759845.000000000,0.000000000,1.000000000,1.000000000,3.710136414,1.000000000,0.054274108,-0.026624087,0.308072835,0.726769984,0.219979808,0.579651833,-0.505640447,0.019695101,-0.046966825,0.000000000,-0.482354611,0.020374723,-0.167924657,-0.599653959,1.187975407,1.542564869,0.314159274,-4.419891834,-5.000000000
1759716080.858880,0.393958390,0.251181692,0.011262483,0.000257730,0.000000000,1.200000048,0.063207269,-0.025798036,0.000000000,-0.019823503,0.311031967,-0.040356033,1759716080858396.000000000,0.000000000,1.000000000,1.000000000,3.810057878,1.000000000,0.051137332,-0.026568372,0.306355536,0.727234602,0.270046085,0.575050712,-0.481376290,0.075503975,-0.043080505,0.000000000,-0.447281361,0.078109398,-0.219720006,-0.594894052,1.221551418,1.573956132,0.314159274,-4.414529324,-5.000000000
1759716080.958862,0.340258151,0.284353942,-0.008371658,0.000221491,0.000000000,1.200000048,0.061415687,-0.026782699,0.000000000,-0.022489497,0.309816241,-0.035206761,1759716080958348.000000000,0.000000000,1.000000000,1.000000000,3.910056591,1.000000000,0.048641507,-0.029029358,0.307289302,0.727650106,0.311193347,0.565079153,-0.457193553,0.130651191,-0.040853828,0.000000000,-0.408149123,0.135159582,-0.267218918,-0.584578395,1.250970840,1.605371594,0.314159274,-4.410851955,-5.000000000
1759716081.058688,0.289922893,0.320568472,-0.011872499,0.000199080,0.000000000,1.200000048,0.057761449,-0.028132340,0.000000000,-0.025745176,0.308632135,-0.030205900,1759716081058186.000000000,0.000000000,1.000000000,1.000000000,4.010018349,1.000000000,0.048893020,-0.031722564,0.308576018,0.727881491,0.350588650,0.549838364,-0.428735912,0.184558809,-0.039859414,0.000000000,-0.359489501,0.190927401,-0.315881103,-0.568811655,1.281082630,1.636775494,0.314159274,-4.407131672,-5.000000000
1759716081.161130,0.237790838,0.360026270,-0.023880040,0.000276566,0.000000000,1.200000048,0.057704557,-0.029888513,0.000000000,-0.027817050,0.308931559,-0.025633421,1759716081160190.000000000,0.000000000,1.000000000,1.000000000,4.110091209,1.000000000,0.049679454,-0.033008549,0.311850339,0.728526890,0.383247316,0.529442310,-0.398755163,0.236801565,-0.037933845,0.000000000,-0.308222502,0.244972900,-0.356803447,-0.547711849,1.308293223,1.668214321,0.314159274,-4.395316601,-5.000000000
1759716081.260123,0.182814553,0.400901824,-0.033439133,0.000272751,0.000000000,1.200000048,0.058094155,-0.032117780,0.000000000,-0.028002840,0.309751958,-0.020735709,1759716081259560.000000000,0.000000000,1.000000000,1.000000000,4.210121155,1.000000000,0.051912740,-0.033261403,0.314304292,0.729250073,0.415201247,0.504107714,-0.363494456,0.286809236,-0.036995228,0.000000000,-0.247840062,0.296706200,-0.399374396,-0.521503031,1.337359667,1.699639559,0.314159274,-4.382767200,-5.000000000
1759716081.359183,0.133606389,0.432223111,-0.047435980,0.000196457,0.000000000,1.200000048,0.058648579,-0.034434918,0.000000000,-0.030312637,0.310801297,-0.016382759,1759716081358557.000000000,0.000000000,1.000000000,1.000000000,4.310062408,1.000000000,0.053650536,-0.031902835,0.317368656,0.729880810,0.440394640,0.474092185,-0.324737668,0.334096909,-0.037499286,0.000000000,-0.187599167,0.345625639,-0.431656450,-0.490451753,1.365427136,1.731037140,0.314159274,-4.371366978,-5.000000000
1759716081.458918,0.076844119,0.467221797,-0.051768493,0.000230551,0.000000000,1.200000048,0.061589301,-0.037097938,0.000000000,-0.026089275,0.312435746,-0.011494324,1759716081458415.000000000,0.000000000,1.000000000,1.000000000,4.410075188,1.000000000,0.054818317,-0.027192801,0.317480445,0.730367601,0.461188495,0.439629287,-0.278337955,0.378299147,-0.039621070,0.000000000,-0.121812128,0.391353160,-0.462277949,-0.454799622,1.397567868,1.762457132,0.314159274,-4.361708641,-5.000000000
1759716081.560339,0.023769723,0.492194921,-0.060793009,0.000133753,0.000000000,1.200000048,0.059877433,-0.039189164,0.000000000,-0.022900399,0.313795805,-0.006962166,1759716081558941.000000000,0.000000000,1.000000000,1.000000000,4.510022163,1.000000000,0.052868977,-0.025150495,0.318599463,0.730615556,0.474506170,0.401087373,-0.233408839,0.418942809,-0.042817414,0.000000000,-0.060655959,0.433399320,-0.487723410,-0.414927751,1.427377462,1.793856263,0.314159274,-4.356288433,-5.000000000
1759716081.658632,-0.033084061,0.515266299,-0.067442648,0.000176668,0.000000000,1.200000048,0.057980120,-0.041256368,0.000000000,-0.019015990,0.314879507,-0.002437009,1759716081658096.000000000,0.000000000,1.000000000,1.000000000,4.610031128,1.000000000,0.054457001,-0.022559904,0.320196033,0.730570018,0.485668898,0.358777076,-0.182632506,0.455700725,-0.047671165,0.000000000,0.012025159,0.471425653,-0.508656919,-0.371157438,1.458412647,1.825275064,0.314159274,-4.354951382,-5.000000000
1759716081.759156,-0.083196476,0.531567395,-0.060454939,0.000266075,0.000000000,1.200000048,0.058110930,-0.043085556,0.000000000,-0.017752148,0.316085041,0.001629046,1759716081758644.000000000,0.000000000,1.000000000,1.000000000,4.710144520,1.000000000,0.055903163,-0.019576438,0.322102845,0.730496049,0.490977019,0.313067198,-0.134019047,0.488234669,-0.051340599,0.000000000,0.079417497,0.505082250,-0.523067892,-0.323870242,1.486459374,1.856726646,0.314159274,-4.351799488,-5.000000000
1759716081.860292,-0.136540875,0.547753155,-0.062189993,0.000309944,0.000000000,1.200000048,0.058536042,-0.044723354,0.000000000,-0.014805825,0.317985445,0.005638378,1759716081859690.000000000,0.000000000,1.000000000,1.000000000,4.810404778,1.000000000,0.057704452,-0.018718850,0.325579643,0.730477333,0.493378192,0.264354497,-0.085653797,0.516237199,-0.054914784,0.000000000,0.151001409,0.534051061,-0.537142396,-0.273476601,1.513673782,1.888224244,0.314159274,-4.348996639,-5.000000000
1759716081.958895,-0.190313518,0.554673731,-0.060727816,0.000267744,0.000000000,1.200000048,0.062573254,-0.046210650,0.000000000,-0.012722376,0.320470601,0.009767900,1759716081958395.000000000,0.000000000,1.000000000,1.000000000,4.910053253,1.000000000,0.061544854,-0.019784695,0.329019576,0.730512202,0.491725713,0.213479578,-0.038694918,0.539268613,-0.058254167,0.000000000,0.223209441,0.557877183,-0.550764680,-0.220846146,1.539984465,1.919529796,0.314159274,-4.345901012,-5.000000000
1759716082.058805,-0.251943976,0.563266635,-0.062980682,0.000200033,0.000000000,1.200000048,0.064761735,-0.047973048,0.000000000,-0.017125132,0.323524475,0.014453647,1759716082058272.000000000,0.000000000,1.000000000,1.000000000,5.010042191,1.000000000,0.062968336,-0.022805804,0.334042251,0.730629861,0.483644754,0.160441756,0.010753732,0.557353199,-0.061888553,0.000000000,0.297401041,0.576585889,-0.563206911,-0.165978134,1.566693544,1.950942397,0.314159274,-4.342900276,-5.000000000
1759716082.158723,-0.306705683,0.571480393,-0.054774802,0.000228167,0.000000000,1.200000048,0.065501355,-0.050293308,0.000000000,-0.019851154,0.326972693,0.018913765,1759716082158179.000000000,0.000000000,1.000000000,1.000000000,5.110050201,1.000000000,0.063330211,-0.020489624,0.338097274,0.730380058,0.470331669,0.105896123,0.061192557,0.570236921,-0.066806659,0.000000000,0.366271675,0.589914203,-0.565038860,-0.109550297,1.592848063,1.982360721,0.314159274,-4.346346855,-5.000000000
1759716082.258670,-0.370115429,0.577842891,-0.042602416,0.000180721,0.000000000,1.200000048,0.065760083,-0.052680112,0.000000000,-0.012569361,0.330601484,0.023749046,1759716082258159.000000000,0.000000000,1.000000000,1.000000000,5.210035324,1.000000000,0.062249299,-0.016587583,0.340918303,0.729908764,0.450079530,0.050374400,0.115551457,0.577794552,-0.071051553,0.000000000,0.438338012,0.597732604,-0.563141763,-0.052112676,1.622036695,2.013772011,0.314159274,-4.353646278,-5.000000000
1759716082.358670,-0.424023449,0.576774418,-0.025115905,0.000175714,0.000000000,1.200000048,0.060208961,-0.054591458,0.000000000,-0.010503042,0.333776981,0.027873434,1759716082358179.000000000,0.000000000,1.000000000,1.000000000,5.310041904,1.000000000,0.058931030,-0.011372416,0.342971683,0.729448080,0.423150718,-0.005629807,0.167858511,0.579959035,-0.073336780,0.000000000,0.498499870,0.599971712,-0.554059088,0.005824076,1.650243282,2.045190096,0.314159274,-4.358431339,-5.000000000
1759716082.459131,-0.474854916,0.571390331,-0.021050682,0.000203371,0.000000000,1.200000048,0.055407476,-0.056521364,0.000000000,-0.004399792,0.336059153,0.031860560,1759716082458664.000000000,0.000000000,1.000000000,1.000000000,5.410184860,1.000000000,0.052919466,-0.001976751,0.342958272,0.729221404,0.385795355,-0.061657336,0.226997703,0.576699674,-0.073791161,0.000000000,0.555537820,0.596599936,-0.534380853,0.063784957,1.682836771,2.076650858,0.314159274,-4.358303547,-5.000000000
1759716082.560745,-0.517649651,0.565052986,-0.023208557,0.000216722,0.000000000,1.200000048,0.049553122,-0.057374761,0.000000000,0.007826577,0.337797910,0.034569170,1759716082559780.000000000,0.000000000,1.000000000,1.000000000,5.510128975,1.000000000,0.046912525,0.009500264,0.342855692,0.729461074,0.349300116,-0.116998486,0.278390199,0.568062961,-0.073048845,0.000000000,0.597746611,0.587665141,-0.509430647,0.121035770,1.711225390,2.108049154,0.314159274,-4.352895737,-5.000000000
1759716082.660563,-0.560171425,0.534129441,-0.031899657,0.000265837,0.000000000,1.200000048,0.040506665,-0.057302929,0.000000000,0.020714192,0.339560568,0.037317447,1759716082659652.000000000,0.000000000,1.000000000,1.000000000,5.610105515,1.000000000,0.041654773,0.025013957,0.340351880,0.730109334,0.296441793,-0.171265587,0.345402390,0.554122984,-0.071121439,0.000000000,0.646347880,0.573244154,-0.463787764,0.177175462,1.748755574,2.139457703,0.314159274,-4.336695671,-5.000000000
1759716082.758826,-0.583196819,0.500766754,-0.048235986,0.000236988,0.000000000,1.200000048,0.035347085,-0.056060012,0.000000000,0.034694836,0.339929819,0.038774718,1759716082758293.000000000,0.000000000,1.000000000,1.000000000,5.710037231,1.000000000,0.038777176,0.036629111,0.338764727,0.730619371,0.252721071,-0.223911196,0.394235551,0.535021424,-0.071358375,0.000000000,0.682299793,0.553483486,-0.424823880,0.231637731,1.778141975,2.170852184,0.314159274,-4.328157425,-5.000000000
1759716082.858721,-0.606946528,0.441902399,-0.052656043,0.000181675,0.000000000,1.200000048,0.031731684,-0.053084698,0.000000000,0.046585087,0.339764655,0.040289249,1759716082858215.000000000,0.000000000,1.000000000,1.000000000,5.810027599,1.000000000,0.036825005,0.047345906,0.335978001,0.730866253,0.194191113,-0.274498284,0.451831937,0.510915697,-0.073670708,0.000000000,0.720152676,0.528545916,-0.368399620,0.283970416,1.814873576,2.202265024,0.314159274,-4.320324898,-5.000000000
1759716082.959482,-0.621033847,0.389683962,-0.059602778,0.000247002,0.000000000,1.200000048,0.029971527,-0.049835067,0.000000000,0.055814173,0.338532656,0.041398197,1759716082958968.000000000,0.000000000,1.000000000,1.000000000,5.910125256,1.000000000,0.035715528,0.054799415,0.335591882,0.730993450,0.146683887,-0.322572798,0.492072791,0.482007205,-0.076213636,0.000000000,0.744864702,0.498639882,-0.320054233,0.333703846,1.842943907,2.233711720,0.314159274,-4.314923286,-5.000000000
1759716083.060659,-0.623101115,0.313743085,-0.064253800,0.000258684,0.000000000,1.200000048,0.027118320,-0.044708405,0.000000000,0.065378666,0.337411880,0.042674322,1759716083059785.000000000,0.000000000,1.000000000,1.000000000,6.010144234,1.000000000,0.034959905,0.059046935,0.334470719,0.731114268,0.084996611,-0.367595643,0.534637451,0.448617429,-0.080074117,0.000000000,0.772279680,0.464097917,-0.257229149,0.380280316,1.878599524,2.265133619,0.314159274,-4.308715820,-5.000000000
1759716083.158731,-0.623965621,0.252232581,-0.069417052,0.000216484,0.000000000,1.200000048,0.027570697,-0.040153787,0.000000000,0.066424295,0.336963832,0.043682959,1759716083158247.000000000,0.000000000,1.000000000,1.000000000,6.110027313,1.000000000,0.035605218,0.058495883,0.335147142,0.730835259,0.038132861,-0.409130931,0.560950220,0.411091268,-0.085214496,0.000000000,0.790965855,0.425276846,-0.206968963,0.423248887,1.905811787,2.296512842,0.314159274,-4.310656071,-5.000000000
